timestamp_robot,time_elapsed_sec,event_label,current_event_type,bow_direction,current_string,remaining_duration_sec,TCP_pose_x,TCP_pose_y,TCP_pose_z,TCP_pose_rx,TCP_pose_ry,TCP_pose_rz,q_base,q_shoulder,q_elbow,q_wrist1,q_wrist2,q_wrist3,qd_base,qd_shoulder,qd_elbow,qd_wrist1,qd_wrist2,qd_wrist3
3902.666000,0.712000,END g_bow,None,0,,0.000000,0.267695,0.619602,0.096349,-1.828528,-1.951629,0.525194,-2.295545,-0.584879,1.518181,-2.111167,-1.148428,-2.441298,0.029610,0.117536,-0.302115,0.315903,-0.111994,-0.038987
3902.674000,0.720000,END g_bow,None,0,,0.000000,0.267960,0.620173,0.096255,-1.828440,-1.952590,0.526825,-2.295290,-0.583958,1.515738,-2.108553,-1.149371,-2.441634,0.031059,0.120578,-0.312515,0.325572,-0.114979,-0.042087
3902.682000,0.728000,END g_bow,None,0,,0.000000,0.268223,0.620766,0.096138,-1.828341,-1.953571,0.528547,-2.295010,-0.582968,1.513207,-2.105861,-1.150332,-2.441970,0.032150,0.123265,-0.323143,0.338596,-0.120273,-0.042378
3902.690000,0.736000,END g_bow,None,0,,0.000000,0.268528,0.621392,0.096018,-1.828274,-1.954557,0.530274,-2.294750,-0.581905,1.510499,-2.103063,-1.151326,-2.442302,0.033440,0.129337,-0.333487,0.346666,-0.122937,-0.041813
3902.698000,0.744000,END g_bow,None,0,,0.000000,0.268816,0.622022,0.095913,-1.828142,-1.955593,0.531946,-2.294463,-0.580862,1.507791,-2.100285,-1.152303,-2.442662,0.036018,0.133190,-0.346413,0.358461,-0.127733,-0.044238
3902.706000,0.752000,END g_bow,None,0,,0.000000,0.269142,0.622677,0.095813,-1.828073,-1.956679,0.533643,-2.294199,-0.579778,1.504939,-2.097394,-1.153369,-2.443019,0.035582,0.138394,-0.354016,0.369583,-0.131774,-0.045219
3902.714000,0.760000,END g_bow,None,0,,0.000000,0.269467,0.623363,0.095714,-1.827948,-1.957771,0.535384,-2.293900,-0.578651,1.501978,-2.094406,-1.154406,-2.443386,0.034878,0.143927,-0.367276,0.381628,-0.135918,-0.044904
3902.722000,0.768000,END g_bow,None,0,,0.000000,0.269778,0.624049,0.095607,-1.827821,-1.958946,0.537286,-2.293588,-0.577531,1.499019,-2.091305,-1.155536,-2.443785,0.037542,0.146102,-0.375954,0.392460,-0.141612,-0.047889
3902.730000,0.776000,END g_bow,None,0,,0.000000,0.270124,0.624745,0.095445,-1.827726,-1.960054,0.539382,-2.293307,-0.576288,1.495951,-2.088068,-1.156683,-2.444193,0.037709,0.152988,-0.388435,0.405201,-0.143071,-0.049984
3902.738000,0.784000,END g_bow,None,0,,0.000000,0.270453,0.625474,0.095306,-1.827607,-1.961199,0.541529,-2.292976,-0.575053,1.492806,-2.084726,-1.157839,-2.444582,0.040156,0.158235,-0.397172,0.414521,-0.150227,-0.051575
3902.746000,0.792000,END g_bow,None,0,,0.000000,0.270785,0.626202,0.095163,-1.827420,-1.962396,0.543669,-2.292645,-0.573798,1.489628,-2.081363,-1.158998,-2.445033,0.039413,0.162205,-0.408785,0.424733,-0.151656,-0.052804
3902.754000,0.800000,END g_bow,None,0,,0.000000,0.271129,0.626960,0.095010,-1.827264,-1.963664,0.545885,-2.292302,-0.572487,1.486321,-2.077890,-1.160245,-2.445481,0.040378,0.169865,-0.420878,0.437699,-0.155435,-0.054018
